;BOUWJAAR_PAND;VLOEROPPERVLAK_VERBLIJFSOBJECT;age;app_advance_payment_adjustment_last_year;app_check_advance_payment_last_year;app_determine_day_of_payment_last_year;app_mandate_no_last_year;app_mandate_yes_last_year;app_transaction_request_last_year;bought_toon;electricity_annual_consumption_estimated_offpeak;electricity_annual_consumption_estimated_peak;electricity_annual_consumption_estimated_total;electricity_last_contract_annual_consumption_estimated_offpeak;electricity_last_contract_annual_consumption_estimated_peak;electricity_last_contract_annual_consumption_estimated_total;electricity_last_contract_term;gas_annual_consumption_estimated;gas_last_contract_annual_consumption_estimated;has_active_boiler_rent_contract;has_active_electricity_contract;has_phone_number;province;web_os_other_last_year
3988;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;19395;34218;53613;19395;34218;53613;INDEFINITE;1274;1274;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
3989;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;17756;16815;34571;17756;16815;34571;5 YEARS;2013;2013;FALSE;TRUE;TRUE;;FALSE
3990;1931;93;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1981;1981;;1981;1981;INDEFINITE;817;817;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
3991;2001;74;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;734;971;1705;734;971;1705;3 YEARS;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
3992;1968;32;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;16;16;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
3993;1960;133;64;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1799;2192;3991;1799;2192;3991;3 YEARS;1846;1846;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
3994;1987;85;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1331;1113;2444;1331;1113;2444;INDEFINITE;1111;1111;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
3995;1990;99;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1301;1807;3108;1301;1807;3108;3 YEARS;1089;1089;FALSE;TRUE;TRUE;UTRECHT;FALSE
3996;;;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;492;510;1002;492;510;1002;INDEFINITE;276;276;FALSE;TRUE;TRUE;;FALSE
3997;1982;86;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1663;2034;3697;1663;2034;3697;4 YEARS;1347;1347;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
3998;1930;64;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1087;1275;2362;1087;1275;2362;INDEFINITE;868;868;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
3999;1967;83;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;637;255;892;637;255;892;INDEFINITE;;;FALSE;TRUE;TRUE;UTRECHT;FALSE
4000;1990;114;62;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;951;984;1935;951;984;1935;3 YEARS;918;918;FALSE;TRUE;TRUE;LIMBURG;FALSE
4001;2011;134;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1277;1179;2456;1277;1179;2456;1 YEAR;;;FALSE;FALSE;TRUE;UTRECHT;FALSE
4002;1984;107;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1105;1105;;1105;1105;INDEFINITE;1311;1311;FALSE;TRUE;TRUE;UTRECHT;FALSE
4003;1976;66;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;568;568;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
4004;1963;138;52;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1890;2135;4025;1890;2135;4025;3 YEARS;2390;2390;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4005;1984;87;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;323;353;676;323;353;676;INDEFINITE;;;FALSE;TRUE;TRUE;UTRECHT;FALSE
4006;1990;109;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2221;2705;4926;2221;2705;4926;INDEFINITE;1316;1316;TRUE;TRUE;TRUE;UTRECHT;FALSE
4007;1988;97;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;964;1038;2002;964;1038;2002;INDEFINITE;1093;1093;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4008;1977;109;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1294;907;2201;1280;958;2238;3 YEARS;1807;1862;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4009;1990;109;71;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1054;1570;2624;1054;1570;2624;INDEFINITE;577;577;FALSE;TRUE;TRUE;UTRECHT;FALSE
4010;1964;68;74;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;776;714;1490;776;714;1490;INDEFINITE;2583;2583;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4011;1969;55;32;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;469;477;946;469;477;946;INDEFINITE;11;11;FALSE;TRUE;TRUE;UTRECHT;FALSE
4012;1978;84;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;725;1087;1812;725;1087;1812;INDEFINITE;1640;1640;FALSE;TRUE;TRUE;NOORD-HOLLAND;FALSE
4013;1969;104;71;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;1162;1162;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
4014;1919;71;56;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1046;1597;2643;1046;1597;2643;4 YEARS;938;938;FALSE;TRUE;TRUE;UTRECHT;FALSE
4015;1933;121;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1261;1871;3132;;1653;1653;INDEFINITE;3611;3611;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4016;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;6888;18819;25707;6888;18819;25707;INDEFINITE;;;FALSE;TRUE;TRUE;OVERIJSSEL;FALSE
4017;1956;96;47;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1095;924;2019;1095;924;2019;INDEFINITE;253;253;FALSE;TRUE;TRUE;DRENTHE;FALSE
4018;1994;168;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2885;3560;6445;1973;1833;3806;INDEFINITE;1287;1287;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
4019;1938;124;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;3210;3210;INDEFINITE;;1153;FALSE;FALSE;TRUE;UTRECHT;FALSE
4020;1999;78;84;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;993;1689;2682;993;1689;2682;INDEFINITE;1062;1062;FALSE;TRUE;TRUE;UTRECHT;FALSE
4021;1981;96;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;895;923;1818;895;923;1818;3 YEARS;913;913;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4022;1981;94;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;970;1470;2440;970;1470;2440;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4023;1994;74;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1290;1452;2742;1290;1452;2742;3 YEARS;897;897;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4024;1976;114;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5713;2377;5713;5713;0;5713;3 YEARS;1672;1672;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4025;1972;139;42;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1211;1841;3052;1211;1841;3052;INDEFINITE;1539;1539;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4026;1991;126;29;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2564;1641;4205;2564;1641;4205;3 YEARS;1553;1553;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
4027;1975;131;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;3039;3039;;3039;3039;INDEFINITE;1112;1112;FALSE;TRUE;TRUE;UTRECHT;FALSE
4028;1966;101;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;548;597;1145;548;597;1145;INDEFINITE;;440;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4029;1939;68;27;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;772;785;1557;772;785;1557;INDEFINITE;898;898;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4030;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1207;2797;4004;1207;2797;4004;INDEFINITE;2299;2299;FALSE;TRUE;TRUE;FRIESLAND;FALSE
4031;1961;118;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2001;2826;4827;2001;2826;4827;INDEFINITE;1922;1922;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4032;1961;88;69;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;861;1387;2248;861;1387;2248;INDEFINITE;931;931;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4033;1972;131;71;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2020;1433;3453;2020;1433;3453;3 YEARS;1324;1324;FALSE;TRUE;TRUE;LIMBURG;FALSE
4034;1952;53;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;702;878;1580;702;878;1580;4 YEARS;1084;1084;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4035;1994;79;75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;669;612;1281;;;414;TRUE;FALSE;TRUE;UTRECHT;FALSE
4036;1907;73;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;3383;3383;;;554;FALSE;FALSE;TRUE;UTRECHT;FALSE
4037;2004;164;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2077;1779;3856;2077;1779;3856;INDEFINITE;2084;2084;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4038;1958;82;76;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1086;945;2031;1258;809;2067;3 YEARS;1075;1057;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4039;1926;56;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;768;868;1636;768;868;1636;INDEFINITE;779;779;FALSE;TRUE;TRUE;UTRECHT;FALSE
4040;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;0;0;0;0;0;INDEFINITE;;;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
4041;1971;93;84;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1917;2001;3918;INDEFINITE;;42;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4042;1962;75;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;980;980;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
4043;2001;98;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2002;1984;3986;2002;1984;3986;INDEFINITE;1236;1236;TRUE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4044;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;12967;31521;44488;12967;31521;44488;INDEFINITE;2151;2151;FALSE;TRUE;TRUE;LIMBURG;FALSE
4045;2007;131;56;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;2914;3382;6296;INDEFINITE;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4046;1900;260;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1426;1836;3262;1426;1836;3262;INDEFINITE;97;97;FALSE;TRUE;TRUE;UTRECHT;FALSE
4047;1977;114;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1418;1810;3228;1418;1810;3228;INDEFINITE;1376;1376;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4048;1961;142;28;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2380;2775;5155;2310;2648;4958;3 YEARS;1850;1684;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4049;1951;119;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1478;1700;3178;1478;1700;3178;4 YEARS;1533;1533;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4050;1958;44;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;732;869;1601;732;869;1601;INDEFINITE;1392;1392;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4051;2018;127;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;959;872;1831;959;872;1831;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4052;1975;97;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2354;68750;68750;2002;2231;4233;INDEFINITE;7509;1953;FALSE;FALSE;TRUE;FRIESLAND;FALSE
4053;2009;120;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1311;1390;2701;1311;1390;2701;INDEFINITE;1398;1398;FALSE;TRUE;TRUE;UTRECHT;FALSE
4054;1989;62;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;236;250;486;236;250;486;INDEFINITE;0;0;FALSE;TRUE;TRUE;UTRECHT;FALSE
4055;1959;76;69;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;2763;2763;;2763;2763;INDEFINITE;1681;1681;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
4056;1934;94;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2058;1783;3841;2058;1783;3841;INDEFINITE;2353;2353;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4057;1980;113;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1339;1228;2567;INDEFINITE;;;FALSE;FALSE;TRUE;UTRECHT;FALSE
4058;1992;80;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;646;709;1355;646;709;1355;INDEFINITE;838;838;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
4059;1862;134;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1819;1743;3562;1002;773;1775;INDEFINITE;3758;3758;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4060;1994;135;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1075;1799;2874;1075;1799;2874;INDEFINITE;889;889;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4061;1970;52;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1491;1049;2540;1491;1049;2540;INDEFINITE;37;37;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4062;1999;122;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1232;1114;2346;1232;1114;2346;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4063;1969;115;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1089;1283;2372;1089;1283;2372;INDEFINITE;1651;1651;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4064;2005;101;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;559;905;1464;559;905;1464;INDEFINITE;903;903;FALSE;TRUE;TRUE;UTRECHT;FALSE
4065;2004;108;47;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1820;2424;4244;1820;2424;4244;INDEFINITE;1027;1027;FALSE;TRUE;TRUE;UTRECHT;FALSE
4066;1987;56;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;928;719;1647;928;719;1647;INDEFINITE;;2542;FALSE;TRUE;TRUE;UTRECHT;FALSE
4067;1983;67;70;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;1102;1824;2022;1102;459;1561;INDEFINITE;18;18;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4068;2017;134;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1178;1382;2560;25;29;54;INDEFINITE;848;37;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4069;1969;107;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;790;1247;2037;790;1247;2037;1 YEAR;1334;1334;FALSE;TRUE;TRUE;UTRECHT;FALSE
4070;1995;52;91;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;286;356;642;283;349;632;INDEFINITE;658;540;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4071;1978;172;68;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1176;1528;2704;1176;1528;2704;3 YEARS;3477;3477;FALSE;TRUE;TRUE;UTRECHT;FALSE
4072;1973;128;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1190;3015;4205;1113;1459;2572;3 YEARS;1714;1670;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4073;1966;92;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;2672;964;3636;INDEFINITE;;;FALSE;FALSE;TRUE;UTRECHT;FALSE
4074;2009;54;74;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;920;1023;1943;920;1023;1943;INDEFINITE;;743;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4075;2002;123;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1651;1993;3644;1651;1993;3644;INDEFINITE;;1245;FALSE;TRUE;TRUE;UTRECHT;FALSE
4076;1980;111;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1333;1628;2961;1333;1628;2961;4 YEARS;2443;2443;FALSE;FALSE;TRUE;GRONINGEN;FALSE
4077;1975;146;41;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2110;2177;4287;2110;2177;4287;INDEFINITE;1419;1419;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4078;1969;105;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;2091;2268;4359;4 YEARS;;1349;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4079;1963;79;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;593;580;1173;593;580;1173;INDEFINITE;1180;1180;FALSE;TRUE;TRUE;UTRECHT;FALSE
4080;1875;221;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3439;1940;5379;3439;1940;5379;4 YEARS;3552;3552;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
4081;1966;77;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;4330;4330;;4330;4330;INDEFINITE;292;292;FALSE;TRUE;TRUE;NOORD-HOLLAND;FALSE
4082;1971;61;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1699;1995;3694;1699;1995;3694;INDEFINITE;;;FALSE;TRUE;TRUE;UTRECHT;FALSE
4083;1964;97;66;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;929;1176;2105;929;1176;2105;INDEFINITE;1199;1199;FALSE;TRUE;TRUE;LIMBURG;FALSE
4084;2012;121;44;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1551;2000;3551;1551;2000;3551;4 YEARS;1369;1201;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4085;1973;155;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1638;1389;3027;1638;1389;3027;INDEFINITE;2542;2542;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
4086;1963;69;50;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;845;1373;2218;845;1373;2218;INDEFINITE;400;400;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4087;1975;157;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1451;2035;3486;1451;2035;3486;3 YEARS;2243;2243;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4088;2010;110;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1853;1498;3351;1853;1498;3351;INDEFINITE;;691;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4089;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3042;2563;5572;3042;2458;5500;3 YEARS;1116;1116;FALSE;TRUE;TRUE;;FALSE
4090;1997;194;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1387;1132;2519;1387;1132;2519;4 YEARS;1913;1913;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4091;1996;98;51;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;2173;5910;5910;;5910;5910;3 YEARS;2893;2893;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
4092;1937;63;39;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;850;1173;2023;850;1173;2023;INDEFINITE;1202;668;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4093;1930;65;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1325;1325;;1325;1325;INDEFINITE;1261;1261;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4094;1950;140;36;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
4095;1997;119;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;339;240;579;339;240;579;4 YEARS;1507;1507;FALSE;TRUE;TRUE;FLEVOLAND;FALSE
4096;1997;71;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1082;928;2010;1082;928;2010;INDEFINITE;878;878;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4097;1996;112;51;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;991;1025;2016;991;1025;2016;4 YEARS;981;981;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4098;1996;114;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1290;1173;2463;1290;1173;2463;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4099;1962;67;31;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;437;478;915;437;478;915;INDEFINITE;365;365;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4100;2019;63;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1962;2185;4147;1962;2185;4147;1 YEAR;1372;1372;FALSE;TRUE;TRUE;NOORD-HOLLAND;FALSE
4101;1954;72;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;926;1277;2203;926;1277;2203;INDEFINITE;1026;1026;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4102;1968;87;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1415;663;2078;1415;663;2078;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4103;1966;95;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1451;1759;3210;3 YEARS;;1338;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4104;1950;61;38;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;953;953;;953;953;INDEFINITE;526;526;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4105;1987;95;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2663;1836;4499;2462;1757;4219;3 YEARS;817;758;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
4106;1980;112;39;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;UTRECHT;FALSE
4107;1901;120;44;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1458;2278;3736;1458;2278;3736;INDEFINITE;1614;1614;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4108;2007;89;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;373;655;1028;373;655;1028;INDEFINITE;;;FALSE;TRUE;TRUE;UTRECHT;FALSE
4109;2006;224;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;6796;4295;11091;6796;4295;11091;3 YEARS;2454;2454;FALSE;TRUE;TRUE;LIMBURG;FALSE
4110;1980;106;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1321;1557;2878;1321;1557;2878;4 YEARS;2125;2125;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4111;1972;91;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;425;635;1060;425;635;1060;3 YEARS;459;459;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4112;;;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;718;718;;718;718;INDEFINITE;;1563;FALSE;TRUE;TRUE;;FALSE
4113;1986;78;62;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1040;1590;2630;1040;1590;2630;INDEFINITE;579;579;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4114;1989;112;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1081;1524;2605;1081;1524;2605;3 YEARS;1234;1234;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
4115;1931;135;54;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1269;2210;3479;1269;2210;3479;INDEFINITE;1587;1587;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4116;1957;71;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;659;675;1334;659;675;1334;;599;599;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4117;1973;140;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1841;1615;3456;1841;1615;3456;INDEFINITE;2253;2253;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4118;1950;62;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;2433;2433;;2433;2433;3 YEARS;1304;1304;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4119;2004;99;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2058;2202;4260;2058;2202;4260;3 YEARS;;1713;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
4120;1975;163;71;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;833;656;1489;833;656;1489;1 YEAR;2090;1723;FALSE;TRUE;TRUE;GELDERLAND;FALSE
